customer_id,age,gender_cd,region_size,foreign_flg,entrepreneur_flg,auto_flg,traveler_flg,partnership_flg,child_amt,realty_type,segment_cd,bundle_nm,confirmed_income,predicted_income,product_cd,functional_cd,finish_dttm,state_talk_time_sec,wo_hit_status_result_desc,wo_hit_status_reason_desc,employee_id,emp_age,emp_age_new,emp_gender_cd,emp_children_cnt,emp_work_months_cnt,emp_citizenship_country_cd,emp_marital_status_cd,success_flg,day_of_week,holiday_flg,product,function,auto_and_entrepreneur_flg,region_category,age_group,age_group_dummies,age_difference,marital_status,work_experience_status,pro_flg
483668449,41.0,0.0,urban,0.0,1.0,1.0,0.0,1.0,0.0,1.0,u_04 (14),Без подписки,,14823.5,Cash Loan,Preapprove,2024-05-30,36.0,"Дозвон, Отказ",Отказ по всем продуктам,205492.0,33.0,32.0,0.0,,11.0,,,0,3,0,Кредит,Продажи и предложения,1.0,1,35-49,3.0,8.0,с партнером без детей,опытный,0
469010631,21.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t_09 (36),Без подписки,,,Credit Cards,Preapprove,2022-10-27,242.0,"Дозвон, Отказ",Кредит уже не нужен,40809.0,49.0,47.0,1.0,,25.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,14-24,1.0,28.0,одинокий,сеньор,0
318616395,35.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,0.0,t_07 (29),Без подписки,12334.0,,Cash Loan,Upsell,2024-03-31,83.0,"Дозвон, Отказ",Не устраивает одобренная сумма,205492.0,33.0,32.0,0.0,,9.0,,,0,6,1,Кредит,Продажи и предложения,0.0,1,35-49,3.0,2.0,одинокий,опытный,0
476299733,15.0,1.0,urban,0.0,0.0,0.0,0.0,0.0,0.0,1.0,u_12 (43),Без подписки,,11713.8,MVNO,Afterfilling,2024-06-27,21.0,"Дозвон, Отказ",Не интересно,248451.0,49.0,48.0,0.0,,4.0,Россия,Холост/не замужем,0,3,0,Страхование и услуги,Другое,0.0,1,14-24,1.0,34.0,одинокий,новичок,0
16274821,51.0,1.0,rural,0.0,0.0,1.0,1.0,1.0,0.0,1.0,r_01 (6),Без подписки,,,Investment,Utilization,2023-07-28,30.0,"Дозвон, Отказ",Отказ от диалога,158672.0,22.0,21.0,1.0,,12.0,,,0,4,0,Инвестиции,Продажи и предложения,0.0,0,50-64,4.0,29.0,с партнером без детей,опытный,0
351893025,47.0,1.0,rural,0.0,0.0,1.0,0.0,1.0,0.0,0.0,r_06 (33),Без подписки,,,Credit Cards,Preapprove,2022-01-27,25.0,"Дозвон, Отказ",Кредит уже не нужен,105102.0,47.0,44.0,,,54.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,0,35-49,3.0,0.0,с партнером без детей,сеньор,0
119180018,44.0,0.0,town,0.0,0.0,0.0,0.0,0.0,1.0,0.0,t_10 (40),Pro,,,Credit Cards,Utilization,2022-01-12,62.0,"Дозвон, Успешно",Готов использовать карту,40200.0,46.0,43.0,,,89.0,,,1,2,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,2.0,одинокий с детьми,сеньор,1
162371923,54.0,1.0,urban,0.0,0.0,1.0,0.0,1.0,1.0,1.0,u_06 (23),Pro,,,Credit Cards,Preapprove,2023-10-12,43.0,"Дозвон, Отказ",Кредитная карта не нужна,228688.0,20.0,19.0,1.0,,0.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,50-64,4.0,34.0,с партнером с детьми,новичок,1
162732142,60.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,1.0,t_11 (42),Без подписки,,,Cash Loan,Preapprove,2024-06-13,70.0,"Дозвон, Отказ",Кредит уже не нужен,259745.0,23.0,23.0,0.0,,3.0,,,0,3,0,Кредит,Продажи и предложения,0.0,1,50-64,4.0,37.0,одинокий,новичок,0
519289935,44.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,1.0,0.0,u_11 (39),Без подписки,,,Credit Cards,Preapprove,2023-10-16,26.0,"Дозвон, Отказ",Кредитная карта не нужна,200289.0,29.0,28.0,0.0,,5.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,15.0,с партнером с детьми,новичок,0
392913435,46.0,1.0,rural,0.0,0.0,1.0,0.0,1.0,1.0,1.0,r_01 (6),Без подписки,,,Car Loan,Agreement,2023-11-23,36.0,"Дозвон, Отказ",Другой банк,200908.0,29.0,28.0,0.0,,,,,0,3,0,Кредит,Другое,0.0,0,35-49,3.0,17.0,с партнером с детьми,сеньор,0
433093029,34.0,1.0,town,0.0,1.0,1.0,0.0,1.0,2.0,0.0,t_02 (8),Без подписки,,,Investment,Utilization,2023-12-12,22.0,"Дозвон, Отказ",Отказ от диалога,238391.0,24.0,23.0,1.0,,1.0,,,0,1,0,Инвестиции,Продажи и предложения,1.0,1,25-34,2.0,10.0,с партнером с детьми,новичок,0
190027150,24.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_09 (36),Без подписки,,,Credit Cards,Preapprove,2023-08-28,77.0,"Дозвон, Отказ",Кредитная карта не нужна,109564.0,35.0,34.0,0.0,,28.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,14-24,1.0,11.0,с партнером без детей,сеньор,0
532635475,47.0,0.0,town,0.0,0.0,0.0,0.0,0.0,1.0,0.0,t_06 (28),Pro,,,Mortgage Insurance,Cold,2024-05-15,47.0,"Дозвон, Отказ",Нет ипотеки,43165.0,62.0,61.0,0.0,,62.0,,,0,2,0,Страхование и услуги,Продажи и предложения,0.0,1,35-49,3.0,15.0,одинокий с детьми,сеньор,1
253946523,49.0,0.0,rural,0.0,0.0,1.0,0.0,0.0,0.0,0.0,r_06 (33),Pro,,,Credit Cards,Preapprove,2024-04-05,18.0,"Дозвон, Отказ",Кредитная карта не нужна,157519.0,20.0,20.0,0.0,,20.0,,,0,4,0,Кредитная карта,Продажи и предложения,0.0,0,35-49,3.0,29.0,одинокий,опытный,1
262492539,46.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,1.0,1.0,u_04 (14),Без подписки,,,Credit Cards,Preapprove,2023-03-16,30.0,"Дозвон, Отказ",Отказ прослушать предложение,108145.0,49.0,48.0,0.0,,18.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,3.0,с партнером с детьми,опытный,0
363810608,62.0,1.0,rural,0.0,0.0,1.0,0.0,0.0,0.0,0.0,r_05 (24),Без подписки,,,Credit Cards,Preapprove,2023-11-28,64.0,"Дозвон, Отказ",Кредитная карта не нужна,231855.0,20.0,19.0,0.0,,1.0,,,0,1,0,Кредитная карта,Продажи и предложения,0.0,0,50-64,4.0,42.0,одинокий,новичок,0
122085128,46.0,0.0,town,0.0,1.0,1.0,0.0,1.0,0.0,1.0,t_03 (10),Без подписки,,,Casco,Cold,2022-06-24,51.0,"Дозвон, Отказ",Перевод в офис (нестандартная ситуация),871.0,50.0,47.0,1.0,,59.0,,,0,4,0,Страхование и услуги,Продажи и предложения,1.0,1,35-49,3.0,4.0,с партнером без детей,сеньор,0
42183887,42.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_07 (29),Без подписки,,15435.8,Debit Cards,BAF,2024-08-21,26.0,"Дозвон, Отказ",Действующий клиент,293170.0,19.0,19.0,0.0,,0.0,Россия,,0,2,0,Дебетовая карта,Продажи и предложения,0.0,1,35-49,3.0,23.0,с партнером без детей,новичок,0
344934292,24.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,0.0,t_09 (36),Без подписки,,,Credit Cards,Preapprove,2023-12-20,19.0,"Дозвон, Отказ",Кредитная карта не нужна,245620.0,22.0,23.0,0.0,,0.0,Россия,Холост/не замужем,0,2,0,Кредитная карта,Продажи и предложения,0.0,1,14-24,1.0,2.0,с партнером без детей,новичок,0
267279730,61.0,0.0,town,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_03 (10),Pro,,,Credit Cards,Preapprove,2023-01-25,27.0,"Дозвон, Отказ",Кредитная карта не нужна,138756.0,38.0,36.0,0.0,,10.0,,,0,2,0,Кредитная карта,Продажи и предложения,0.0,1,50-64,4.0,23.0,с партнером без детей,опытный,1
138906394,27.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,0.0,t_05 (19),Без подписки,,,Credit Cards,Preapprove,2022-07-27,26.0,"Дозвон, Отказ",Кредит уже не нужен,114442.0,31.0,29.0,,,10.0,,,0,2,0,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,4.0,одинокий,опытный,0
141070875,34.0,1.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,1.0,u_02 (5),Pro,27662.12,31326.99,Cash Loan,Agreement,2024-09-09,146.0,"Дозвон, Отказ",Кредит уже не нужен,255720.0,49.0,49.0,0.0,,6.0,,,0,0,0,Кредит,Другое,0.0,1,25-34,2.0,15.0,с партнером без детей,опытный,1
197246670,20.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,1.0,u_07 (27),Без подписки,,,MVNO,Afterfilling,2022-06-21,33.0,"Дозвон, Отказ",Отказ прослушать предложение,6745.0,50.0,48.0,0.0,,64.0,,,0,1,0,Страхование и услуги,Другое,0.0,1,14-24,1.0,30.0,с партнером без детей,сеньор,0
371565572,40.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,0.0,t_07 (29),Без подписки,,,Credit Cards,Preapprove,2022-12-07,85.0,"Дозвон, Отказ",Кредитная карта не нужна,174508.0,45.0,43.0,,,0.0,,,0,2,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,5.0,с партнером без детей,новичок,0
570397233,26.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_05 (19),Без подписки,,,Credit Cards,Preapprove,2024-03-12,39.0,"Дозвон, Отказ",Другое,259007.0,26.0,25.0,0.0,,0.0,,,0,1,0,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,0.0,с партнером без детей,новичок,0
294169509,40.0,0.0,town,0.0,1.0,0.0,0.0,0.0,1.0,0.0,t_04 (16),Pro,,,Credit Cards,Preapprove,2023-09-15,14.0,"Дозвон, Отказ",Кредитная карта не нужна,208001.0,19.0,18.0,1.0,,2.0,,,0,4,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,21.0,одинокий с детьми,новичок,1
175124657,42.0,0.0,town,0.0,0.0,0.0,0.0,1.0,2.0,0.0,t_07 (29),Без подписки,,16327.7,Secured Loan,Upsell,2024-08-11,123.0,"Дозвон, Отказ",Другое,30316.0,38.0,38.0,0.0,,93.0,,,0,6,1,Кредит,Продажи и предложения,0.0,1,35-49,3.0,4.0,с партнером с детьми,сеньор,0
446222370,37.0,1.0,urban,0.0,1.0,1.0,0.0,1.0,0.0,1.0,u_04 (14),Без подписки,,57823.5,Credit Cards,Downsell,2023-08-16,25.0,"Дозвон, Отказ",Кредит уже не нужен,201848.0,44.0,43.0,0.0,,3.0,,,0,2,0,Кредитная карта,Продажи и предложения,1.0,1,35-49,3.0,7.0,с партнером без детей,новичок,0
317477577,24.0,1.0,town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_09 (36),Pro,,,Cash Loan,Incoming,2023-07-10,24.0,"Дозвон, Отказ",Переведен в банк,47062.0,36.0,34.0,0.0,,4.0,,,0,0,0,Кредит,Другое,0.0,1,14-24,1.0,12.0,с партнером без детей,новичок,1
485711373,45.0,1.0,town,0.0,0.0,0.0,0.0,0.0,1.0,0.0,t_10 (40),Без подписки,,,MVNO,Cold,2024-03-27,221.0,"Дозвон, Отказ",Устраивает свой оператор,250139.0,21.0,22.0,0.0,,2.0,,,0,2,0,Страхование и услуги,Продажи и предложения,0.0,1,35-49,3.0,24.0,одинокий с детьми,новичок,0
130005528,46.0,0.0,town,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_04 (16),Без подписки,,,Credit Cards,Preapprove,2024-03-21,19.0,"Дозвон, Отказ",Третье лицо,252736.0,51.0,50.0,0.0,,1.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,5.0,с партнером без детей,новичок,0
501612899,27.0,0.0,town,0.0,0.0,0.0,0.0,1.0,1.0,0.0,t_12 (44),Pro,,,Credit Cards,Afterfilling,2024-05-13,30.0,"Дозвон, Отказ",Другое,258720.0,31.0,31.0,0.0,,2.0,,,0,0,0,Кредитная карта,Другое,0.0,1,25-34,2.0,4.0,с партнером с детьми,новичок,1
307394477,36.0,1.0,town,0.0,1.0,1.0,0.0,1.0,1.0,1.0,t_04 (16),Без подписки,,,Cash Loan,Activation,2023-10-29,39.0,"Дозвон, Отказ",Нет потребности,203416.0,38.0,37.0,0.0,,5.0,,,0,6,1,Кредит,Другое,1.0,1,35-49,3.0,2.0,с партнером с детьми,новичок,0
362138205,24.0,1.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,1.0,u_05 (17),Pro,,15654.4,Casco,Afterfilling,2024-07-09,48.0,"Дозвон, Отказ",Другое;Обратится самостоятельно,267904.0,49.0,48.0,0.0,,2.0,,,0,1,0,Страхование и услуги,Другое,0.0,1,14-24,1.0,25.0,с партнером без детей,новичок,1
348556656,32.0,0.0,urban,0.0,0.0,0.0,0.0,0.0,0.0,1.0,u_04 (14),Без подписки,,,Credit Cards,Preapprove,2022-07-09,5.0,"Дозвон, Отказ",Отказ прослушать предложение,114442.0,31.0,29.0,,,9.0,,,0,5,1,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,1.0,одинокий,опытный,0
139879734,64.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,1.0,t_08 (30),Без подписки,,,MVNO,Meeting,2022-01-16,96.0,"Дозвон, Отказ",Другое,80760.0,52.0,49.0,0.0,,10.0,,,0,6,1,Страхование и услуги,Другое,0.0,1,50-64,4.0,12.0,одинокий,опытный,0
211802216,32.0,0.0,rural,0.0,0.0,0.0,0.0,1.0,1.0,1.0,r_03 (20),Pro,,,Credit Cards,Preapprove,2024-06-03,27.0,"Дозвон, Отказ",Кредитная карта не нужна,255940.0,18.0,18.0,0.0,,3.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,0,25-34,2.0,14.0,с партнером с детьми,новичок,1
394054107,31.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_04 (16),Pro,,,Credit Cards,Preapprove,2023-09-18,152.0,"Дозвон, Отказ",Кредитная карта не нужна,142362.0,55.0,54.0,0.0,,71.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,24.0,с партнером без детей,сеньор,1
412878747,26.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,1.0,u_05 (17),Pro,13402.31,15823.5,Cash Loan,Upsell,2023-11-18,106.0,"Дозвон, Отказ",Другое,171390.0,29.0,27.0,0.0,,,,,0,5,1,Кредит,Продажи и предложения,0.0,1,25-34,2.0,3.0,с партнером без детей,сеньор,1
117256098,37.0,1.0,town,0.0,1.0,1.0,0.0,1.0,1.0,0.0,t_04 (16),Pro,8886.0,20647.2,MVNO,Afterfilling,2024-07-26,7.0,"Дозвон, Отказ",Другое,39044.0,28.0,28.0,0.0,,69.0,,,0,4,0,Страхование и услуги,Другое,1.0,1,35-49,3.0,9.0,с партнером с детьми,сеньор,1
161129193,43.0,1.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,1.0,u_04 (14),Pro,,,Cash Loan,Preapprove,2023-02-09,44.0,"Дозвон, Отказ",Кредит уже не нужен,181651.0,36.0,34.0,,,1.0,,,0,3,0,Кредит,Продажи и предложения,0.0,1,35-49,3.0,7.0,с партнером без детей,новичок,1
125138565,47.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,1.0,1.0,u_06 (23),Pro,13739.59,12323.5,Casco,Afterfilling,2024-04-23,44.0,"Дозвон, Отказ",Авто/регион/клиент нецелевой;Автомобиль старше 10 лет,239463.0,21.0,20.0,1.0,,2.0,Россия,Холост/не замужем,0,1,0,Страхование и услуги,Другое,0.0,1,35-49,3.0,26.0,с партнером с детьми,новичок,1
132764145,45.0,0.0,urban,0.0,1.0,0.0,0.0,1.0,1.0,1.0,u_01 (3),Без подписки,,,Debit Cards,Afterfilling,2022-04-30,43.0,"Дозвон, Отказ",Не звонить,14462.0,51.0,49.0,0.0,,60.0,,,0,5,1,Дебетовая карта,Другое,0.0,1,35-49,3.0,6.0,с партнером с детьми,сеньор,0
512368276,17.0,1.0,town,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_09 (36),Pro,,,Investment,Meeting,2023-07-31,52.0,"Дозвон, Отказ",Не нужен продукт,80760.0,52.0,51.0,0.0,,28.0,,,0,0,0,Инвестиции,Другое,0.0,1,14-24,1.0,35.0,с партнером без детей,сеньор,1
315082936,15.0,0.0,urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u_12 (43),Pro,,10364.0,MVNO,Afterfilling,2024-10-11,130.0,"Дозвон, Отказ",Устраивает свой оператор,129118.0,25.0,28.0,0.0,,43.0,,,0,4,0,Страхование и услуги,Другое,0.0,1,14-24,1.0,10.0,одинокий,сеньор,1
374563967,33.0,0.0,town,0.0,0.0,0.0,0.0,1.0,1.0,0.0,t_07 (29),Без подписки,8038.7,,Cash Loan,Upsell,2023-10-03,227.0,"Дозвон, Отказ",Другое,208439.0,24.0,23.0,0.0,,3.0,,,0,1,0,Кредит,Продажи и предложения,0.0,1,25-34,2.0,9.0,с партнером с детьми,новичок,0
275456372,33.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,1.0,u_04 (14),Pro,,,Cash Loan,Preapprove,2024-01-05,22.0,"Дозвон, Отказ",Кредит уже не нужен,210248.0,37.0,36.0,0.0,,5.0,Россия,Холост/не замужем,0,4,0,Кредит,Продажи и предложения,0.0,1,25-34,2.0,4.0,с партнером без детей,новичок,1
279391050,49.0,1.0,msk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_08 (21),Pro,16540.59,14807.0,MVNO,Cold,2024-10-26,140.0,"Дозвон, Отказ",Устраивает свой оператор,263235.0,46.0,46.0,0.0,,65.0,,,0,5,1,Страхование и услуги,Продажи и предложения,0.0,1,35-49,3.0,3.0,одинокий,сеньор,1
308569457,28.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,1.0,u_07 (27),Без подписки,,,Cash Loan,Upsell,2023-02-14,101.0,"Дозвон, Отказ",Не устраивает ни одно предложение,186168.0,40.0,38.0,1.0,,0.0,,,0,1,0,Кредит,Продажи и предложения,0.0,1,25-34,2.0,12.0,с партнером без детей,новичок,0
502571877,27.0,1.0,town,0.0,1.0,1.0,0.0,1.0,0.0,0.0,t_02 (8),Pro,,23844.76,MVNO,Afterfilling,2024-07-12,218.0,"Дозвон, Отказ",Устраивает свой оператор,274952.0,20.0,19.0,0.0,,1.0,,,0,4,0,Страхование и услуги,Другое,1.0,1,25-34,2.0,7.0,с партнером без детей,новичок,1
514385845,18.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,1.0,u_12 (43),Без подписки,,,Credit Cards,Preapprove,2024-03-04,57.0,"Дозвон, Отказ",Кредитная карта не нужна,221646.0,20.0,19.0,1.0,,2.0,Россия,Холост/не замужем,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,14-24,1.0,2.0,с партнером без детей,новичок,0
398687968,36.0,1.0,town,0.0,0.0,0.0,0.0,0.0,1.0,1.0,t_02 (8),Без подписки,,13697.42,Credit Cards,Utilization,2024-05-08,121.0,"Дозвон, Успешно",Готов использовать карту,40200.0,46.0,46.0,0.0,,117.0,,,1,2,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,10.0,одинокий с детьми,сеньор,0
4336877,36.0,1.0,msk,0.0,0.0,1.0,1.0,1.0,0.0,1.0,m_01 (1),Pro,,38342.62,Investment,Autoleads,2024-09-14,174.0,"Дозвон, Отказ",Нет свободных средств,203546.0,21.0,20.0,1.0,,,,,0,5,1,Инвестиции,Продажи и предложения,0.0,1,35-49,3.0,15.0,с партнером без детей,сеньор,1
79386208,35.0,1.0,town,0.0,1.0,1.0,0.0,1.0,2.0,1.0,t_01 (4),Pro,,,Cash Loan,Preapprove,2023-07-20,76.0,"Дозвон, Отказ",Другое,208439.0,24.0,23.0,0.0,,0.0,,,0,3,0,Кредит,Продажи и предложения,1.0,1,35-49,3.0,11.0,с партнером с детьми,новичок,1
306996870,23.0,1.0,town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_02 (8),Pro,8242.52,11823.5,Cash Loan,Upsell,2023-10-25,78.0,"Дозвон, Отказ",Другое,130577.0,58.0,57.0,0.0,,22.0,,,0,2,0,Кредит,Продажи и предложения,0.0,1,14-24,1.0,35.0,с партнером без детей,опытный,1
526043129,40.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,0.0,t_04 (16),Без подписки,,,Credit Cards,Utilization,2023-10-10,303.0,"Дозвон, Отказ",Воспользуется при необходимости,97044.0,54.0,52.0,0.0,,28.0,,,0,1,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,14.0,с партнером без детей,сеньор,0
393078683,55.0,0.0,msk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,m_03 (9),Pro,,,Credit Cards,Preapprove,2024-02-22,43.0,"Дозвон, Отказ",Кредитная карта не нужна,231855.0,20.0,19.0,0.0,,4.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,50-64,4.0,35.0,одинокий,новичок,1
517732347,16.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t_12 (44),Без подписки,,,Investment,Meeting,2023-08-30,97.0,"Дозвон, Успешно",Назначена встреча,174824.0,37.0,35.0,0.0,,9.0,,,1,2,0,Инвестиции,Другое,0.0,1,14-24,1.0,21.0,одинокий,опытный,0
171287610,33.0,0.0,msk,0.0,0.0,1.0,0.0,0.0,1.0,1.0,m_07 (18),Без подписки,,,Debit Cards,Meeting,2023-04-15,22.0,"Дозвон, Отказ",Не нужен продукт,100488.0,47.0,46.0,0.0,,21.0,,,0,5,1,Дебетовая карта,Другое,0.0,1,25-34,2.0,14.0,одинокий с детьми,опытный,0
577339218,22.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_09 (36),Без подписки,,11948.5,Casco,Afterfilling,2024-08-15,27.0,"Дозвон, Отказ",Не интересно КАСКО;Никогда не страхует КАСКО на свои авто,871.0,50.0,49.0,1.0,,85.0,,,0,3,0,Страхование и услуги,Другое,0.0,1,14-24,1.0,28.0,с партнером без детей,сеньор,0
480283228,19.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_09 (36),Без подписки,11331.27,,Credit Cards,Preapprove,2023-09-18,40.0,"Дозвон, Отказ",Кредит уже не нужен,109564.0,35.0,34.0,0.0,,28.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,14-24,1.0,16.0,с партнером без детей,сеньор,0
79444310,36.0,1.0,msk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,m_04 (11),Pro,,27059.24,Cash Loan,Preapprove,2024-03-11,19.0,"Дозвон, Отказ",Отказ прослушать предложение,203268.0,25.0,24.0,0.0,,9.0,,,0,0,0,Кредит,Продажи и предложения,0.0,1,35-49,3.0,11.0,с партнером без детей,опытный,1
475790316,63.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_11 (42),Без подписки,,,Credit Cards,Utilization,2022-12-17,171.0,"Дозвон, Отказ",Воспользуется при необходимости,40200.0,46.0,44.0,0.0,,100.0,,,0,5,1,Кредитная карта,Продажи и предложения,0.0,1,50-64,4.0,17.0,с партнером без детей,сеньор,0
