customer_id,age,gender_cd,region_size,foreign_flg,entrepreneur_flg,auto_flg,traveler_flg,partnership_flg,child_amt,realty_type,segment_cd,bundle_nm,confirmed_income,predicted_income,product_cd,functional_cd,finish_dttm,state_talk_time_sec,wo_hit_status_result_desc,wo_hit_status_reason_desc,employee_id,emp_age,emp_age_new,emp_gender_cd,emp_children_cnt,emp_work_months_cnt,emp_citizenship_country_cd,emp_marital_status_cd,day_of_week,holiday_flg,million_city,child_flg,approval_flg
529046648,44.0,0.0,urban,0.0,1.0,1.0,0.0,1.0,2.0,Квартира,u_01 (3),Без подписки,,,Secured Loan,Afterfilling,2023-11-22,567.0,"Дозвон, Успешно",Встреча не назначена,203268.0,25.0,24.0,0.0,,5.0,,,2,0,1.0,1,1
43165775,41.0,0.0,,,,,,,,,,Без подписки,,15059.6,MVNO,Afterfilling,2024-10-18,56.0,"Дозвон, Отказ",Устраивает свой оператор,205492.0,33.0,32.0,0.0,,16.0,,,4,0,,0,0
453785930,61.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2024-05-31,24.0,"Дозвон, Отказ",Третье лицо,269194.0,22.0,24.0,0.0,,0.0,,,4,0,,0,0
430307934,18.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,Нет своего жилья,t_09 (36),Pro,,,Credit Cards,Preapprove,2023-09-06,29.0,"Дозвон, Отказ",Не звонить,225298.0,62.0,60.0,0.0,,0.0,,,2,0,0.0,0,0
447192251,38.0,1.0,rural,0.0,1.0,0.0,0.0,1.0,1.0,Квартира,r_03 (20),Без подписки,,,Credit Cards,Preapprove,2024-01-16,35.0,"Дозвон, Отказ",Отказ прослушать предложение,141813.0,23.0,22.0,0.0,,6.0,Россия,Холост/не замужем,1,0,0.0,1,0
431390622,18.0,1.0,,,,,,,,,,Pro,,10534.73,Credit Cards,Downsell,2024-04-25,156.0,"Дозвон, Отказ",Кредитная карта не нужна,109997.0,67.0,66.0,0.0,,46.0,,,3,0,,0,0
376540147,35.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_10 (35),Без подписки,,10779.04,Credit Cards,Preapprove,2023-12-23,69.0,"Дозвон, Отказ",Кредитная карта не нужна,109997.0,67.0,66.0,0.0,,42.0,,,5,1,1.0,0,0
485028358,45.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2024-02-28,19.0,"Дозвон, Отказ",Отказ прослушать предложение,247291.0,19.0,18.0,1.0,,,,,2,0,,0,0
483668449,41.0,0.0,urban,0.0,1.0,1.0,0.0,1.0,0.0,Квартира,u_04 (14),Без подписки,,14823.5,Cash Loan,Preapprove,2024-05-30,36.0,"Дозвон, Отказ",Отказ по всем продуктам,205492.0,33.0,32.0,0.0,,11.0,,,3,0,1.0,0,0
132813075,57.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,4.0,Комната,u_11 (39),Pro,,,Investment,Utilization,2023-12-12,1526.0,"Дозвон, Отказ","Дошли до сделки, клиент отказался",237626.0,47.0,46.0,0.0,,1.0,Россия,Холост/не замужем,1,0,1.0,1,0
469010631,21.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_09 (36),Без подписки,,,Credit Cards,Preapprove,2022-10-27,242.0,"Дозвон, Отказ",Кредит уже не нужен,40809.0,49.0,47.0,1.0,,25.0,,,3,0,0.0,0,0
318616395,35.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,Нет своего жилья,t_07 (29),Без подписки,12334.0,,Cash Loan,Upsell,2024-03-31,83.0,"Дозвон, Отказ",Не устраивает одобренная сумма,205492.0,33.0,32.0,0.0,,9.0,,,6,1,0.0,0,0
433862071,23.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2023-11-02,94.0,"Дозвон, Отказ",Кредитная карта не нужна,226180.0,19.0,18.0,0.0,,,,,3,0,,0,0
342879157,27.0,1.0,,,,,,,,,,Pro,20323.5,16792.53,Credit Cards,Meeting,2024-01-22,43.0,"Дозвон, Отказ",Не нужен продукт,223598.0,56.0,55.0,0.0,,4.0,Россия,Холост/не замужем,0,0,,0,0
300449349,39.0,0.0,,,,,,,,,,Без подписки,,,MVNO,Afterfilling,2022-11-28,233.0,"Дозвон, Успешно",Назначена встреча,14829.0,59.0,57.0,0.0,,43.0,,,0,0,,0,1
16274821,51.0,1.0,rural,0.0,0.0,1.0,1.0,1.0,0.0,Квартира,r_01 (6),Без подписки,,,Investment,Utilization,2023-07-28,30.0,"Дозвон, Отказ",Отказ от диалога,158672.0,22.0,21.0,1.0,,12.0,,,4,0,0.0,0,0
351893025,47.0,1.0,rural,0.0,0.0,1.0,0.0,1.0,0.0,Нет своего жилья,r_06 (33),Без подписки,,,Credit Cards,Preapprove,2022-01-27,25.0,"Дозвон, Отказ",Кредит уже не нужен,105102.0,47.0,44.0,,,54.0,,,3,0,0.0,0,0
309101446,38.0,0.0,,,,,,,,,,Pro,,,Debit Cards,Utilization,2023-09-26,36.0,"Дозвон, Отказ",Левый контакт,165337.0,24.0,26.0,1.0,,12.0,,,1,0,,0,0
135060015,38.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,1.0,Нет своего жилья,u_10 (35),Без подписки,,14137.7,Casco,Cold,2024-08-05,,"Дозвон, Отказ",Другое;Выбрал другую СК,263062.0,29.0,29.0,0.0,,,Россия,Холост/не замужем,0,0,1.0,1,0
125970860,63.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Meeting,2023-09-06,174.0,"Дозвон, Отказ",Заявку не оставлял,80760.0,52.0,51.0,0.0,,29.0,,,2,0,,0,0
305298363,35.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2022-12-05,95.0,"Дозвон, Отказ",Клиент ранее отказался,170190.0,22.0,20.0,0.0,,1.0,,,0,0,,0,0
119180018,44.0,0.0,town,0.0,0.0,0.0,0.0,0.0,1.0,Нет своего жилья,t_10 (40),Pro,,,Credit Cards,Utilization,2022-01-12,62.0,"Дозвон, Успешно",Готов использовать карту,40200.0,46.0,43.0,,,89.0,,,2,0,0.0,1,1
162371923,54.0,1.0,urban,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,u_06 (23),Pro,,,Credit Cards,Preapprove,2023-10-12,43.0,"Дозвон, Отказ",Кредитная карта не нужна,228688.0,20.0,19.0,1.0,,0.0,,,3,0,1.0,1,0
131274565,47.0,1.0,,,,,,,,,,Без подписки,,13489.97,Debit Cards,Cold,2024-09-27,46.0,"Дозвон, Отказ",Дебетовая карта не нужна,295693.0,18.0,18.0,0.0,,,,,4,0,,0,0
162732142,60.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,Квартира,t_11 (42),Без подписки,,,Cash Loan,Preapprove,2024-06-13,70.0,"Дозвон, Отказ",Кредит уже не нужен,259745.0,23.0,23.0,0.0,,3.0,,,3,0,0.0,0,0
519289935,44.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,1.0,Нет своего жилья,u_11 (39),Без подписки,,,Credit Cards,Preapprove,2023-10-16,26.0,"Дозвон, Отказ",Кредитная карта не нужна,200289.0,29.0,28.0,0.0,,5.0,,,0,0,1.0,1,0
392913435,46.0,1.0,rural,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,r_01 (6),Без подписки,,,Car Loan,Agreement,2023-11-23,36.0,"Дозвон, Отказ",Другой банк,200908.0,29.0,28.0,0.0,,,,,3,0,0.0,1,0
385563768,20.0,1.0,,,,,,,,,,Pro,,11423.5,Cash Loan,Upsell,2023-08-13,34.0,"Дозвон, Отказ",Кредит уже не нужен,210248.0,37.0,36.0,0.0,,0.0,Россия,Холост/не замужем,6,1,,0,0
366230438,18.0,1.0,town,0.0,1.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_09 (36),Без подписки,,,Debit Cards,Meeting,2023-01-21,360.0,"Дозвон, Успешно",Назначена встреча,156316.0,21.0,19.0,1.0,,6.0,,,5,1,0.0,0,1
433093029,34.0,1.0,town,0.0,1.0,1.0,0.0,1.0,2.0,Нет своего жилья,t_02 (8),Без подписки,,,Investment,Utilization,2023-12-12,22.0,"Дозвон, Отказ",Отказ от диалога,238391.0,24.0,23.0,1.0,,1.0,,,1,0,0.0,1,0
190027150,24.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,t_09 (36),Без подписки,,,Credit Cards,Preapprove,2023-08-28,77.0,"Дозвон, Отказ",Кредитная карта не нужна,109564.0,35.0,34.0,0.0,,28.0,,,0,0,0.0,0,0
196338838,45.0,1.0,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_10 (40),Без подписки,,,Investment,Utilization,2022-10-11,967.0,"Дозвон, Отказ",Нет свободных средств,158672.0,22.0,20.0,1.0,,2.0,,,1,0,0.0,0,0
271529906,37.0,0.0,,,,,,,,,,Без подписки,,,Debit Cards,Cold,2023-02-28,39.0,"Дозвон, Отказ",Не хочет ДК,187797.0,27.0,25.0,,,0.0,,,1,0,,0,0
532635475,47.0,0.0,town,0.0,0.0,0.0,0.0,0.0,1.0,Нет своего жилья,t_06 (28),Pro,,,Mortgage Insurance,Cold,2024-05-15,47.0,"Дозвон, Отказ",Нет ипотеки,43165.0,62.0,61.0,0.0,,62.0,,,2,0,0.0,1,0
253946523,49.0,0.0,rural,0.0,0.0,1.0,0.0,0.0,0.0,Нет своего жилья,r_06 (33),Pro,,,Credit Cards,Preapprove,2024-04-05,18.0,"Дозвон, Отказ",Кредитная карта не нужна,157519.0,20.0,20.0,0.0,,20.0,,,4,0,0.0,0,0
262492539,46.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,1.0,Квартира,u_04 (14),Без подписки,,,Credit Cards,Preapprove,2023-03-16,30.0,"Дозвон, Отказ",Отказ прослушать предложение,108145.0,49.0,48.0,0.0,,18.0,,,3,0,1.0,1,0
363810608,62.0,1.0,rural,0.0,0.0,1.0,0.0,0.0,0.0,Нет своего жилья,r_05 (24),Без подписки,,,Credit Cards,Preapprove,2023-11-28,64.0,"Дозвон, Отказ",Кредитная карта не нужна,231855.0,20.0,19.0,0.0,,1.0,,,1,0,0.0,0,0
122085128,46.0,0.0,town,0.0,1.0,1.0,0.0,1.0,0.0,Квартира,t_03 (10),Без подписки,,,Casco,Cold,2022-06-24,51.0,"Дозвон, Отказ",Перевод в офис (нестандартная ситуация),871.0,50.0,47.0,1.0,,59.0,,,4,0,0.0,0,0
42183887,42.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_07 (29),Без подписки,,15435.8,Debit Cards,BAF,2024-08-21,26.0,"Дозвон, Отказ",Действующий клиент,293170.0,19.0,19.0,0.0,,0.0,Россия,,2,0,0.0,0,0
433448718,24.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_09 (32),Без подписки,,13323.5,Cash Loan,Upsell,2023-01-17,496.0,"Дозвон, Успешно",Назначена встреча,167703.0,34.0,32.0,0.0,,3.0,,,1,0,1.0,0,1
344934292,24.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,Нет своего жилья,t_09 (36),Без подписки,,,Credit Cards,Preapprove,2023-12-20,19.0,"Дозвон, Отказ",Кредитная карта не нужна,245620.0,22.0,23.0,0.0,,0.0,Россия,Холост/не замужем,2,0,0.0,0,0
178640314,43.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2023-10-17,36.0,"Дозвон, Отказ",Кредитная карта не нужна,201459.0,44.0,43.0,0.0,3.0,1.0,Россия,Разведен (а),1,0,,0,0
267279730,61.0,0.0,town,0.0,0.0,1.0,0.0,1.0,0.0,Жилой дом,t_03 (10),Pro,,,Credit Cards,Preapprove,2023-01-25,27.0,"Дозвон, Отказ",Кредитная карта не нужна,138756.0,38.0,36.0,0.0,,10.0,,,2,0,0.0,0,0
138906394,27.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,Нет своего жилья,t_05 (19),Без подписки,,,Credit Cards,Preapprove,2022-07-27,26.0,"Дозвон, Отказ",Кредит уже не нужен,114442.0,31.0,29.0,,,10.0,,,2,0,0.0,0,0
141070875,34.0,1.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_02 (5),Pro,27662.12,31326.99,Cash Loan,Agreement,2024-09-09,146.0,"Дозвон, Отказ",Кредит уже не нужен,255720.0,49.0,49.0,0.0,,6.0,,,0,0,1.0,0,0
197246670,20.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_07 (27),Без подписки,,,MVNO,Afterfilling,2022-06-21,33.0,"Дозвон, Отказ",Отказ прослушать предложение,6745.0,50.0,48.0,0.0,,64.0,,,1,0,1.0,0,0
371565572,40.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,Нет своего жилья,t_07 (29),Без подписки,,,Credit Cards,Preapprove,2022-12-07,85.0,"Дозвон, Отказ",Кредитная карта не нужна,174508.0,45.0,43.0,,,0.0,,,2,0,0.0,0,0
470749386,49.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2024-07-04,60.0,"Дозвон, Отказ",Кредитная карта не нужна,255940.0,18.0,18.0,0.0,,4.0,,,3,0,,0,0
364965365,34.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2022-11-17,36.0,"Дозвон, Отказ",Не звонить,138455.0,24.0,22.0,0.0,,6.0,,,3,0,,0,0
282407696,41.0,1.0,rural,0.0,1.0,1.0,0.0,1.0,0.0,Нет своего жилья,r_02 (7),Без подписки,15823.5,14927.82,Credit Cards,Meeting,2024-02-17,,"Дозвон, Отказ",Пользуется картой без пластика,237757.0,52.0,51.0,0.0,,3.0,Россия,Холост/не замужем,5,1,0.0,0,0
133302282,33.0,0.0,,,,,,,,,,Без подписки,,,Debit Cards,Utilization,2024-02-27,46.0,"Дозвон, Отказ",Воспользуется при необходимости,247543.0,21.0,21.0,0.0,,2.0,Россия,Холост/не замужем,1,0,,0,0
429592857,40.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Meeting,2023-11-25,42.0,"Дозвон, Отказ",Не устраивают условия доставки,228467.0,25.0,24.0,1.0,,2.0,Россия,Холост/не замужем,5,1,,0,0
197999904,36.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,Квартира,t_04 (16),Premium,,,Credit Cards,Preapprove,2024-01-17,17.0,"Дозвон, Отказ",Кредитная карта не нужна,243848.0,21.0,20.0,0.0,,1.0,,,2,0,0.0,0,0
171261188,45.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2023-01-10,45.0,"Дозвон, Отказ",Кредитная карта не нужна,179604.0,20.0,18.0,,,1.0,,,1,0,,0,0
570397233,26.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,t_05 (19),Без подписки,,,Credit Cards,Preapprove,2024-03-12,39.0,"Дозвон, Отказ",Другое,259007.0,26.0,25.0,0.0,,0.0,,,1,0,0.0,0,0
294169509,40.0,0.0,town,0.0,1.0,0.0,0.0,0.0,1.0,Нет своего жилья,t_04 (16),Pro,,,Credit Cards,Preapprove,2023-09-15,14.0,"Дозвон, Отказ",Кредитная карта не нужна,208001.0,19.0,18.0,1.0,,2.0,,,4,0,0.0,1,0
175124657,42.0,0.0,town,0.0,0.0,0.0,0.0,1.0,2.0,Нет своего жилья,t_07 (29),Без подписки,,16327.7,Secured Loan,Upsell,2024-08-11,123.0,"Дозвон, Отказ",Другое,30316.0,38.0,38.0,0.0,,93.0,,,6,1,0.0,1,0
68536448,43.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Afterfilling,2023-07-08,12.0,"Дозвон, Отказ",Отказ прослушать предложение,110192.0,53.0,51.0,0.0,,61.0,,,5,1,,0,0
446222370,37.0,1.0,urban,0.0,1.0,1.0,0.0,1.0,0.0,Квартира,u_04 (14),Без подписки,,57823.5,Credit Cards,Downsell,2023-08-16,25.0,"Дозвон, Отказ",Кредит уже не нужен,201848.0,44.0,43.0,0.0,,3.0,,,2,0,1.0,0,0
182893447,37.0,1.0,,,,,,,,,,Без подписки,,,Debit Cards,Cold,2024-09-11,61.0,"Дозвон, Отказ",Дебетовая карта не нужна,259644.0,41.0,40.0,0.0,,5.0,Россия,Холост/не замужем,2,0,,0,0
317477577,24.0,1.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_09 (36),Pro,,,Cash Loan,Incoming,2023-07-10,24.0,"Дозвон, Отказ",Переведен в банк,47062.0,36.0,34.0,0.0,,4.0,,,0,0,0.0,0,0
485711373,45.0,1.0,town,0.0,0.0,0.0,0.0,0.0,1.0,Нет своего жилья,t_10 (40),Без подписки,,,MVNO,Cold,2024-03-27,221.0,"Дозвон, Отказ",Устраивает свой оператор,250139.0,21.0,22.0,0.0,,2.0,,,2,0,0.0,1,0
130005528,46.0,0.0,town,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,t_04 (16),Без подписки,,,Credit Cards,Preapprove,2024-03-21,19.0,"Дозвон, Отказ",Третье лицо,252736.0,51.0,50.0,0.0,,1.0,,,3,0,0.0,0,0
501612899,27.0,0.0,town,0.0,0.0,0.0,0.0,1.0,1.0,Нет своего жилья,t_12 (44),Pro,,,Credit Cards,Afterfilling,2024-05-13,30.0,"Дозвон, Отказ",Другое,258720.0,31.0,31.0,0.0,,2.0,,,0,0,0.0,1,0
138041390,37.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2022-02-05,14.0,"Дозвон, Отказ",Кредит уже не нужен,133435.0,23.0,20.0,,,0.0,,,5,1,,0,0
307394477,36.0,1.0,town,0.0,1.0,1.0,0.0,1.0,1.0,Квартира,t_04 (16),Без подписки,,,Cash Loan,Activation,2023-10-29,39.0,"Дозвон, Отказ",Нет потребности,203416.0,38.0,37.0,0.0,,5.0,,,6,1,0.0,1,0
362138205,24.0,1.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_05 (17),Pro,,15654.4,Casco,Afterfilling,2024-07-09,48.0,"Дозвон, Отказ",Другое;Обратится самостоятельно,267904.0,49.0,48.0,0.0,,2.0,,,1,0,1.0,0,0
348556656,32.0,0.0,urban,0.0,0.0,0.0,0.0,0.0,0.0,Квартира,u_04 (14),Без подписки,,,Credit Cards,Preapprove,2022-07-09,5.0,"Дозвон, Отказ",Отказ прослушать предложение,114442.0,31.0,29.0,,,9.0,,,5,1,1.0,0,0
139879734,64.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,Квартира,t_08 (30),Без подписки,,,MVNO,Meeting,2022-01-16,96.0,"Дозвон, Отказ",Другое,80760.0,52.0,49.0,0.0,,10.0,,,6,1,0.0,0,0
211802216,32.0,0.0,rural,0.0,0.0,0.0,0.0,1.0,1.0,Квартира,r_03 (20),Pro,,,Credit Cards,Preapprove,2024-06-03,27.0,"Дозвон, Отказ",Кредитная карта не нужна,255940.0,18.0,18.0,0.0,,3.0,,,0,0,0.0,1,0
478390915,27.0,0.0,,,,,,,,,,Без подписки,,14823.5,Credit Cards,Preapprove,2023-08-01,50.0,"Дозвон, Отказ",Кредит уже не нужен,14462.0,51.0,50.0,0.0,,75.0,,,1,0,,0,0
157633230,70.0,1.0,,,,,,,,,,Без подписки,,,Debit Cards,Utilization,2023-08-14,101.0,"Дозвон, Успешно",Готов использовать карту,191315.0,22.0,21.0,0.0,,,,,0,0,,0,1
378052215,61.0,0.0,,,,,,,,,,Pro,,,Credit Cards,Preapprove,2024-05-18,16.0,"Дозвон, Отказ",Третье лицо,239973.0,19.0,18.0,1.0,,,,,5,1,,0,0
529278218,60.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2023-10-18,51.0,"Дозвон, Успешно",Назначена встреча,40853.0,33.0,32.0,0.0,,45.0,,Женат/замужем,2,0,,0,1
343087781,40.0,0.0,,,,,,,,,,Без подписки,,,MVNO,Cold,2022-11-09,9.0,"Дозвон, Отказ",Другое,14829.0,59.0,56.0,0.0,,43.0,,,2,0,,0,0
394054107,31.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,t_04 (16),Pro,,,Credit Cards,Preapprove,2023-09-18,152.0,"Дозвон, Отказ",Кредитная карта не нужна,142362.0,55.0,54.0,0.0,,71.0,,,0,0,0.0,0,0
2128991,41.0,1.0,,,,,,,,,,Без подписки,,,Debit Cards,Afterfilling,2023-03-22,51.0,"Дозвон, Отказ",Не хочет ДК,187797.0,27.0,25.0,,,1.0,,,2,0,,0,0
391853140,29.0,0.0,,,,,,,,,,Без подписки,,,Debit Cards,Cold,2023-07-21,10.0,"Дозвон, Отказ",Не хочет ДК,189269.0,48.0,47.0,0.0,,5.0,,,4,0,,0,0
412878747,26.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_05 (17),Pro,13402.31,15823.5,Cash Loan,Upsell,2023-11-18,106.0,"Дозвон, Отказ",Другое,171390.0,29.0,27.0,0.0,,,,,5,1,1.0,0,0
117256098,37.0,1.0,town,0.0,1.0,1.0,0.0,1.0,1.0,Нет своего жилья,t_04 (16),Pro,8886.0,20647.2,MVNO,Afterfilling,2024-07-26,7.0,"Дозвон, Отказ",Другое,39044.0,28.0,28.0,0.0,,69.0,,,4,0,0.0,1,0
161129193,43.0,1.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_04 (14),Pro,,,Cash Loan,Preapprove,2023-02-09,44.0,"Дозвон, Отказ",Кредит уже не нужен,181651.0,36.0,34.0,,,1.0,,,3,0,1.0,0,0
125138565,47.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,u_06 (23),Pro,13739.59,12323.5,Casco,Afterfilling,2024-04-23,44.0,"Дозвон, Отказ",Авто/регион/клиент нецелевой;Автомобиль старше 10 лет,239463.0,21.0,20.0,1.0,,2.0,Россия,Холост/не замужем,1,0,1.0,1,0
132764145,45.0,0.0,urban,0.0,1.0,0.0,0.0,1.0,1.0,Квартира,u_01 (3),Без подписки,,,Debit Cards,Afterfilling,2022-04-30,43.0,"Дозвон, Отказ",Не звонить,14462.0,51.0,49.0,0.0,,60.0,,,5,1,1.0,1,0
396771180,40.0,1.0,urban,0.0,1.0,1.0,0.0,1.0,1.0,Квартира,u_04 (14),Без подписки,,,MVNO,Cold,2023-08-28,437.0,"Дозвон, Успешно",Назначена встреча,208829.0,21.0,20.0,,,2.0,,,0,0,1.0,1,1
374563967,33.0,0.0,town,0.0,0.0,0.0,0.0,1.0,1.0,Нет своего жилья,t_07 (29),Без подписки,8038.7,,Cash Loan,Upsell,2023-10-03,227.0,"Дозвон, Отказ",Другое,208439.0,24.0,23.0,0.0,,3.0,,,1,0,0.0,1,0
275456372,33.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_04 (14),Pro,,,Cash Loan,Preapprove,2024-01-05,22.0,"Дозвон, Отказ",Кредит уже не нужен,210248.0,37.0,36.0,0.0,,5.0,Россия,Холост/не замужем,4,0,1.0,0,0
279391050,49.0,1.0,msk,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,m_08 (21),Pro,16540.59,14807.0,MVNO,Cold,2024-10-26,140.0,"Дозвон, Отказ",Устраивает свой оператор,263235.0,46.0,46.0,0.0,,65.0,,,5,1,1.0,0,0
406255303,23.0,1.0,,,,,,,,,,Без подписки,,13823.7,Credit Cards,Preapprove,2024-02-02,41.0,"Дозвон, Отказ",Кредитная карта не нужна,142362.0,55.0,54.0,0.0,,75.0,,,4,0,,0,0
308569457,28.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_07 (27),Без подписки,,,Cash Loan,Upsell,2023-02-14,101.0,"Дозвон, Отказ",Не устраивает ни одно предложение,186168.0,40.0,38.0,1.0,,0.0,,,1,0,1.0,0,0
156844026,26.0,0.0,,,,,,,,,,Без подписки,,,Debit Cards,Afterfilling,2023-08-08,23.0,"Дозвон, Отказ",Не хочет ДК,185018.0,54.0,53.0,0.0,,6.0,,,1,0,,0,0
502571877,27.0,1.0,town,0.0,1.0,1.0,0.0,1.0,0.0,Нет своего жилья,t_02 (8),Pro,,23844.76,MVNO,Afterfilling,2024-07-12,218.0,"Дозвон, Отказ",Устраивает свой оператор,274952.0,20.0,19.0,0.0,,1.0,,,4,0,0.0,0,0
514385845,18.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_12 (43),Без подписки,,,Credit Cards,Preapprove,2024-03-04,57.0,"Дозвон, Отказ",Кредитная карта не нужна,221646.0,20.0,19.0,1.0,,2.0,Россия,Холост/не замужем,0,0,1.0,0,0
